pointid,grid_code
1622,6.5969901
1623,3.1149800
1624,1.4884700
1625,1.1998700
1626,0.5848660
1627,0.2823160
1628,0.1417660
1629,0.0669849
1630,0.0578349
1631,0.0284349
1632,0.0137349
1633,0.0064514
1634,0.0059823
1635,0.0027579
1636,0.0014504
1637,0.0006489
1638,0.0003242
1639,0.0003124
1640,0.0001567
1641,0.0000040
1642,0.0000026
1643,0.0000014
1644,0.0000014
1645,0.0000079
1646,0.0000037
1647,0.0000018
1648,0.0000011
1649,0.0000011
1650,16.7236004
1651,18.9825993
1652,15.4642000
1653,8.2170496
1654,4.0979600
1655,2.0610700
1656,1.0411100
1657,0.8584660
1658,0.4227160
1659,0.2029660
1660,0.1068160
